"","truseq","inlysate","purified_RNA","rank","rand_truseq","inlysate_truseq","purified_truseq","inlysate_purified","rand_truseq_truseq"
"10775","PRSS35","SIGLEC9","PRSS35",10775,"LOC107984379",9715,10775,9715,3051
"10776","RAB2A","LOC101928504","RAB2A",10776,"LOC105378204",9716,10776,9716,3052
"10777","UBN2","AGPAT1","UBN2",10777,"LINC02361",9717,10777,9717,3052
"10778","MMUT","FUT8-AS1","MMUT",10778,"SART3",9718,10778,9718,3052
"10779","LRSAM1","CXCL5","LRSAM1",10779,"CEACAM21",9719,10779,9719,3053
"10780","DDIT4L","ZDHHC15","DDIT4L",10780,"TMEM9B-AS1",9720,10780,9720,3053
"10781","EDC4","MYO1F","EDC4",10781,"LOC105377104",9721,10781,9721,3053
"10782","RIC1","SLC46A3","RIC1",10782,"LOC105371787",9722,10782,9722,3053
"10783","PNPLA4","LOC101930112","PNPLA4",10783,"ZNF787",9723,10783,9723,3055
"10784","HAAO","MTUS1","HAAO",10784,"LOC107986896",9724,10784,9724,3056
"10785","SLC6A17","FBXO2","SLC6A17",10785,"MIR3132",9724,10785,9724,3057
"10786","MLLT3","TBCD","MLLT3",10786,"NDUFV2",9726,10786,9726,3058
"10787","STARD9","LOC112268063","STARD9",10787,"LOC100422212",9726,10787,9726,3059
"10788","SMARCD1","LOC729291","SMARCD1",10788,"LOC112267867",9727,10788,9727,3060
"10789","PKNOX1","NBPF8","PKNOX1",10789,"LOC102724580",9728,10789,9728,3060
"10790","ITFG2","PLA2G4C","ITFG2",10790,"POLR2H",9730,10790,9730,3062
"10791","C1orf115","LOC105371267","C1orf115",10791,"BST2",9730,10791,9730,3063
"10792","ARHGEF28","VAC14-AS1","ARHGEF28",10792,"LOC101928429",9731,10792,9731,3063
"10793","SYT1","SUMO1P3","SYT1",10793,"MYH9",9731,10793,9731,3064
"10794","NOSIP","LOC107985155","NOSIP",10794,"C4orf51",9732,10794,9732,3064
"10795","ABHD14B","LOC105372087","ABHD14B",10795,"NAP1L1",9733,10795,9733,3066
"10796","EXOSC1","LINC01415","EXOSC1",10796,"LOC112267855",9734,10796,9734,3067
"10797","TMEM47","SCARNA9L","TMEM47",10797,"CLCN6",9735,10797,9735,3068
"10798","PSEN1","SMIM10L1","PSEN1",10798,"LOC105371929",9737,10798,9737,3068
"10799","HPF1","MTERF2","HPF1",10799,"LOC105377320",9739,10799,9739,3068
"10800","NAA35","PCDHGB3","NAA35",10800,"FBXW7",9740,10800,9740,3069
"10801","TMX3","KIT","TMX3",10801,"TCP11L1",9741,10801,9741,3071
"10802","TRIM32","FCRLA","TRIM32",10802,"ZNF204P",9742,10802,9742,3071
"10803","PTPRM","PHF11","PTPRM",10803,"C15orf32",9744,10803,9744,3071
"10804","EPHB4","TSPOAP1","EPHB4",10804,"FHDC1",9745,10804,9745,3071
"10805","STRADB","OAS1","STRADB",10805,"RPL19",9746,10805,9746,3072
"10806","LRP12","VPS11","LRP12",10806,"MIR221",9747,10806,9747,3072
"10807","RESF1","SNORA27","RESF1",10807,"LOC105371291",9748,10807,9748,3073
"10808","YEATS2","SEMA7A","YEATS2",10808,"LINC02186",9749,10808,9749,3073
"10809","MRPL39","NHLRC4","MRPL39",10809,"FBXL7",9750,10809,9750,3074
"10810","MAGOH","ZHX1-C8orf76","MAGOH",10810,"OR8D2",9752,10810,9752,3074
"10811","SCAMP4","LOC101927039","SCAMP4",10811,"SH2D4B",9753,10811,9753,3074
"10812","FAM98C","ZNF208","FAM98C",10812,"INHBC",9754,10812,9754,3075
"10813","ZNF142","LOC101928076","ZNF142",10813,"ACO2",9756,10813,9756,3077
"10814","SLC16A5","LOC388780","SLC16A5",10814,"LOC105376615",9757,10814,9757,3077
"10815","SERINC5","SMKR1","SERINC5",10815,"SORCS1",9758,10815,9758,3077
"10816","HYLS1","SDAD1P1","HYLS1",10816,"SMC2-AS1",9760,10816,9760,3078
"10817","RPRD1B","ITGA7","RPRD1B",10817,"MIR3154",9762,10817,9762,3078
"10818","SPIDR","URB1-AS1","SPIDR",10818,"TOB2",9764,10818,9764,3080
"10819","CFH","ZXDA","CFH",10819,"TMEM99",9766,10819,9766,3081
"10820","RBM4B","C8orf31","RBM4B",10820,"LOC105375193",9767,10820,9767,3082
"10821","ADAMTSL4","ZNF565","ADAMTSL4",10821,"LOC100505711",9769,10821,9769,3083
"10822","SLC12A8","KLF8","SLC12A8",10822,"ANKHD1",9771,10822,9771,3084
"10823","MAGI2","GRK4","MAGI2",10823,"LOC105376194",9773,10823,9773,3084
"10824","LOC107984018","NELFE","LOC107984018",10824,"LOC105371403",9773,10824,9773,3084
"10825","ZNF432","TASP1","ZNF432",10825,"TIMM8A",9774,10825,9774,3085
"10826","SLC14A1","LFNG","SLC14A1",10826,"SMCR2",9775,10826,9775,3085
"10827","RAB6B","CPEB3","RAB6B",10827,"SNX14",9775,10827,9775,3086
"10828","WDR41","PRXL2A","WDR41",10828,"KDM4D",9777,10828,9777,3086
"10829","TANGO2","TTLL3","TANGO2",10829,"LOC107984217",9778,10829,9778,3086
"10830","NPRL3","CRPPA","NPRL3",10830,"BAHCC1",9779,10830,9779,3087
"10831","SUCLG2","TMCC1-AS1","SUCLG2",10831,"SCAI",9781,10831,9781,3089
"10832","ARHGAP19","KCNK12","ARHGAP19",10832,"MIR1-1HG-AS1",9782,10832,9782,3090
"10833","KPNA1","GPR3","KPNA1",10833,"CPEB1",9784,10833,9784,3090
"10834","RPGR","LOC341056","RPGR",10834,"MIR1911",9785,10834,9785,3090
"10835","YBX3","LOC102724687","YBX3",10835,"CBLIF",9786,10835,9786,3090
"10836","STXBP5","ZNF300","STXBP5",10836,"LOC105375075",9787,10836,9787,3090
"10837","RAB35","CLDND2","RAB35",10837,"MIR634",9789,10837,9789,3090
"10838","BRIX1","SERPINB10","BRIX1",10838,"LOC105369670",9790,10838,9790,3091
"10839","ORC4","GCDH","ORC4",10839,"MIR892C",9792,10839,9792,3092
"10840","FOXC2","LOC100287837","FOXC2",10840,"CYBRD1",9793,10840,9793,3093
"10841","ZFP69B","SERPINA3","ZFP69B",10841,"ZNF714",9793,10841,9793,3094
"10842","THAP9-AS1","PCAT6","THAP9-AS1",10842,"LOC107985896",9795,10842,9795,3094
"10843","TEX9","LMTK3","TEX9",10843,"KCNAB2",9795,10843,9795,3095
"10844","UBALD1","LOC105371814","UBALD1",10844,"RAB42",9796,10844,9796,3097
"10845","QSOX2","ALDH5A1","QSOX2",10845,"LOC107986217",9797,10845,9797,3097
"10846","ZNF232","HIP1R","ZNF232",10846,"GAS7",9797,10846,9797,3098
"10847","WDSUB1","SPAG17","WDSUB1",10847,"MIR103B2",9798,10847,9798,3098
"10848","IFT22","MFSD13A","IFT22",10848,"LOC105374154",9800,10848,9800,3098
"10849","ZNF566","LOC105369299","ZNF566",10849,"LOC105379390",9801,10849,9801,3099
"10850","CEP72","ZNF630","CEP72",10850,"LOC105374438",9802,10850,9802,3099
"10851","CZIB","TSNARE1","CZIB",10851,"TRIM58",9803,10851,9803,3100
"10852","ZDHHC6","OGN","ZDHHC6",10852,"PMF1",9804,10852,9804,3102
"10853","IRF2","NMRAL1","IRF2",10853,"BCAM",9805,10853,9805,3102
"10854","MED12","SLC30A3","MED12",10854,"LOC101928548",9806,10854,9806,3102
"10855","MKS1","PDE11A","MKS1",10855,"NLRP1",9807,10855,9807,3104
"10856","AFF1-AS1","FRY","AFF1-AS1",10856,"BCL2L10",9808,10856,9808,3104
"10857","CDC42SE2","CHMP4A","CDC42SE2",10857,"SIGLEC14",9809,10857,9809,3104
"10858","NHEJ1","HNRNPL","NHEJ1",10858,"PTGS1",9810,10858,9810,3105
"10859","TYMSOS","MIAT","TYMSOS",10859,"LOC105369391",9811,10859,9811,3105
"10860","RTF2","RGN","RTF2",10860,"NTM-IT",9812,10860,9812,3105
"10861","YME1L1","RAD17","YME1L1",10861,"LOC101926907",9813,10861,9813,3105
"10862","MAPRE1","FLACC1","MAPRE1",10862,"CX3CL1",9814,10862,9814,3105
"10863","EGFR","UTY","EGFR",10863,"POT1-AS1",9815,10863,9815,3105
"10864","OGFOD1","ACBD4","OGFOD1",10864,"SHOX2",9817,10864,9817,3107
"10865","UBE2V2","LRRK2","UBE2V2",10865,"LOC100131395",9819,10865,9819,3107
"10866","AKT1S1","HOXD4","AKT1S1",10866,"LOC105379306",9820,10866,9820,3108
"10867","IGF1R","STX17-AS1","IGF1R",10867,"LOC107987207",9821,10867,9821,3108
"10868","CPTP","LOC107984791","CPTP",10868,"LOC105373202",9822,10868,9822,3108
"10869","COQ9","SNORA79","COQ9",10869,"HINFP",9823,10869,9823,3109
"10870","VAMP4","LOC112268098","VAMP4",10870,"LOC105376035",9825,10870,9825,3109
"10871","MITD1","RNY1","MITD1",10871,"DNAH11",9826,10871,9826,3109
"10872","LARS2","ESYT3","LARS2",10872,"ADSL",9827,10872,9827,3110
"10873","KCNK6","LINC00844","KCNK6",10873,"ISX-AS1",9828,10873,9828,3110
"10874","TAB1","SERPINB9","TAB1",10874,"ZNF440",9829,10874,9829,3111
"10875","ZNF524","CCDC153","ZNF524",10875,"LOC105370148",9830,10875,9830,3111
"10876","TRMT10A","ZNF460-AS1","TRMT10A",10876,"LOC100289511",9831,10876,9831,3111
"10877","RASSF3","LOC100133315","RASSF3",10877,"LOC105371358",9832,10877,9832,3111
"10878","GRIPAP1","ZNF180","GRIPAP1",10878,"WASF2",9834,10878,9834,3112
"10879","SEZ6L2","RAD21L1","SEZ6L2",10879,"RNA5-8SN3",9835,10879,9835,3112
"10880","ZNF215","PCDHGA5","ZNF215",10880,"LINC01523",9835,10880,9835,3112
"10881","PAX6","LOC112267901","PAX6",10881,"LOC105371540",9835,10881,9835,3112
"10882","LOC100506302","CA13","LOC100506302",10882,"PDE4D",9835,10882,9835,3113
"10883","TMEM121","SNORD109A","TMEM121",10883,"TEX41",9835,10883,9835,3113
"10884","FMO5","ADAMTS15","FMO5",10884,"TMEM229A",9835,10884,9835,3113
"10885","TMEM26","TEKT3","TMEM26",10885,"GPR39",9836,10885,9836,3114
"10886","ALG1","SLC25A27","ALG1",10886,"SNU13",9837,10886,9837,3116
"10887","ADCY1","HECW1","ADCY1",10887,"MYBPC1",9838,10887,9838,3116
"10888","LINC02454","TIMM23B","LINC02454",10888,"DACT3-AS1",9839,10888,9839,3116
"10889","ANKS6","C7orf31","ANKS6",10889,"RHOBTB3",9840,10889,9840,3117
"10890","PIGQ","KLHDC9","PIGQ",10890,"MIR2054",9842,10890,9842,3117
"10891","INTS7","CFAP58","INTS7",10891,"SLC45A2",9843,10891,9843,3117
"10892","HOXC11","RPL13P5","HOXC11",10892,"ISLR2",9845,10892,9845,3117
"10893","ZSCAN32","NBPF12","ZSCAN32",10893,"STRCP1",9846,10893,9846,3117
"10894","IFFO2","GPR4","IFFO2",10894,"LOC105378474",9847,10894,9847,3118
"10895","PGK1","LOC105378819","PGK1",10895,"WEE2",9848,10895,9848,3119
"10896","ABHD17A","PMS2CL","ABHD17A",10896,"MEP1B",9849,10896,9849,3119
"10897","ZNF254","MARF1","ZNF254",10897,"TACC3",9849,10897,9849,3120
"10898","LIMK2","NCK1-DT","LIMK2",10898,"LOC107985288",9850,10898,9850,3120
"10899","GLCCI1","STAT4","GLCCI1",10899,"RTEL1-TNFRSF6B",9851,10899,9851,3120
"10900","IRX5","CXCL16","IRX5",10900,"LOC101929577",9852,10900,9852,3120
"10901","GTF3C1","ZNF516-DT","GTF3C1",10901,"SLC9A7",9853,10901,9853,3121
"10902","SOX12","C19orf73","SOX12",10902,"LOC105377547",9854,10902,9854,3122
"10903","RAB15","LOC105372859","RAB15",10903,"SNORA17B",9855,10903,9855,3122
"10904","ZNF613","AKR1E2","ZNF613",10904,"OR5T3",9856,10904,9856,3122
"10905","SNX18","FXYD1","SNX18",10905,"LOC107987141",9858,10905,9858,3122
"10906","AHCYL2","GAS5-AS1","AHCYL2",10906,"CYP2A13",9859,10906,9859,3123
"10907","FKBP7","LOC100379224","FKBP7",10907,"LOC105379007",9860,10907,9860,3123
"10908","FAM50A","CLDN4","FAM50A",10908,"LOC105370412",9862,10908,9862,3123
"10909","SLC25A11","CNOT2-DT","SLC25A11",10909,"DMWD",9863,10909,9863,3124
"10910","GOSR1","RTN4RL2","GOSR1",10910,"PAQR9",9864,10910,9864,3125
"10911","LZTR1","LINC01270","LZTR1",10911,"LINC00634",9865,10911,9865,3125
"10912","TUBG2","ZNF860","TUBG2",10912,"SNORD114-29",9866,10912,9866,3125
"10913","BMPR1A","ACTR3-AS1","BMPR1A",10913,"WDR19",9867,10913,9867,3126
"10914","SLC25A10","AGAP11","SLC25A10",10914,"ARID2",9869,10914,9869,3128
"10915","TRAIP","PABPC5","TRAIP",10915,"LOC105375615",9870,10915,9870,3128
"10916","SUB1","BMP3","SUB1",10916,"GAPVD1",9871,10916,9871,3130
"10917","SRP14","NKD1","SRP14",10917,"WWC2",9872,10917,9872,3131
"10918","FOXO3","PKP3","FOXO3",10918,"INPP5J",9873,10918,9873,3132
"10919","CAPN15","DAGLA","CAPN15",10919,"LINC00920",9875,10919,9875,3132
"10920","COX7C","TRIM55","COX7C",10920,"LOC101929944",9877,10920,9877,3132
"10921","ANXA7","LOC101927479","ANXA7",10921,"LINC02202",9878,10921,9878,3132
"10922","CACTIN","LRFN5","CACTIN",10922,"CHRM2",9879,10922,9879,3132
"10923","ABCB4","CCDC96","ABCB4",10923,"MAGOHB",9881,10923,9881,3134
"10924","SDHAF2","IFI27L2","SDHAF2",10924,"ETNPPL",9882,10924,9882,3135
"10925","LOC100126784","SGCA","LOC100126784",10925,"LOC107986733",9884,10925,9884,3135
"10926","SF3A1","PIK3IP1-AS1","SF3A1",10926,"FRMD6-AS1",9885,10926,9885,3136
"10927","PLEKHM3","MYOM3","PLEKHM3",10927,"RAB12",9887,10927,9887,3137
"10928","VPS54","LOC101928705","VPS54",10928,"LOC105377546",9888,10928,9888,3137
"10929","MED4","FAM171A2","MED4",10929,"MIR3160-1",9890,10929,9890,3138
"10930","NME7","CAMK1D","NME7",10930,"GTF2IP20",9892,10930,9892,3138
"10931","LINC01006","LOC101929256","LINC01006",10931,"CFAP45",9893,10931,9893,3138
"10932","DEDD","ANKRD6","DEDD",10932,"OR8B8",9895,10932,9895,3138
"10933","SNHG3","FLJ22447","SNHG3",10933,"LOC105371532",9896,10933,9896,3139
"10934","ASAH1","PTPN22","ASAH1",10934,"TMEM67",9897,10934,9897,3139
"10935","GYPE","REP15","GYPE",10935,"LOC105373057",9897,10935,9897,3139
"10936","FAM131A","MRPS12","FAM131A",10936,"LOC100128966",9898,10936,9898,3139
"10937","TASP1","SNORD27","TASP1",10937,"DZIP1",9899,10937,9899,3140
"10938","PSMA6","LOC105372470","PSMA6",10938,"LOC105377052",9900,10938,9900,3140
"10939","PRPF38A","LINC00517","PRPF38A",10939,"LOC105369386",9901,10939,9901,3140
"10940","ING3","GPR35","ING3",10940,"CHRNE",9902,10940,9902,3140
"10941","PEX13","LOC107984984","PEX13",10941,"TAFA5",9903,10941,9903,3141
"10942","OLFML2B","PCDH17","OLFML2B",10942,"FGA",9904,10942,9904,3142
"10943","TSNARE1","MARCHF3","TSNARE1",10943,"LINC01737",9906,10943,9906,3142
"10944","CDT1","SNORC","CDT1",10944,"LOC105375218",9907,10944,9907,3142
"10945","WDR53","LGSN","WDR53",10945,"LOC105373328",9908,10945,9908,3143
"10946","PLXNA3","ZNF426-DT","PLXNA3",10946,"C9orf92",9909,10946,9909,3143
"10947","NUDT9","RCOR2","NUDT9",10947,"DPRXP4",9910,10947,9910,3143
"10948","NEU3","VXN","NEU3",10948,"CERKL",9911,10948,9911,3144
"10949","INSYN2A","CCT6B","INSYN2A",10949,"TNNI3K",9913,10949,9913,3144
"10950","LDHA","MYO19","LDHA",10950,"PCP4",9914,10950,9914,3145
"10951","TRA2B","PLEKHH2","TRA2B",10951,"LOC107987311",9916,10951,9916,3145
"10952","PRELID3B","JMJD7","PRELID3B",10952,"NHP2",9917,10952,9917,3146
"10953","IPMK","LOC728743","IPMK",10953,"PPP5D1",9919,10953,9919,3146
"10954","APIP","WDR63","APIP",10954,"LOC105378035",9921,10954,9921,3146
"10955","HDAC10","PCSK5","HDAC10",10955,"LOC105371098",9922,10955,9922,3146
"10956","GLYR1","BCAS1","GLYR1",10956,"LOC105376196",9924,10956,9924,3146
"10957","INPP4A","H1FX-AS1","INPP4A",10957,"LOC105376682",9925,10957,9925,3146
"10958","CUL4B","CHRNA10","CUL4B",10958,"LOC105374276",9926,10958,9926,3146
"10959","AMPH","SNORD28","AMPH",10959,"EIF3M",9927,10959,9927,3148
"10960","DONSON","CROCCP3","DONSON",10960,"NPL",9928,10960,9928,3148
"10961","LRMDA","WWC1","LRMDA",10961,"GNGT2",9930,10961,9930,3149
"10962","PSMB6","FGFR3","PSMB6",10962,"SCARNA22",9931,10962,9931,3150
"10963","FOXN3","MEIG1","FOXN3",10963,"LOC107984264",9932,10963,9932,3150
"10964","ZNF606","LOC105376512","ZNF606",10964,"LOC102724419",9932,10964,9932,3151
"10965","CORO1C","MAP3K10","CORO1C",10965,"SDR9C7",9934,10965,9934,3152
"10966","MVP","LOC646762","MVP",10966,"LOC105371345",9936,10966,9936,3153
"10967","MAEA","CTXN1","MAEA",10967,"GPR108",9938,10967,9938,3154
"10968","CERS6","TERB1","CERS6",10968,"NFASC",9939,10968,9939,3156
"10969","HIP1R","ZNF454","HIP1R",10969,"TPH2",9940,10969,9940,3156
"10970","UBE2E3","WNT11","UBE2E3",10970,"CGB2",9941,10970,9941,3156
"10971","SIRT6","KCNMB4","SIRT6",10971,"LOC105374242",9942,10971,9942,3156
"10972","SART3","SNORD113-8","SART3",10972,"LEFTY1",9943,10972,9943,3157
"10973","SEMA5A","RALY-AS1","SEMA5A",10973,"LOC107986289",9945,10973,9945,3157
"10974","PIK3CA","GPC4","PIK3CA",10974,"LINC00322",9947,10974,9947,3157
"10975","SPTAN1","RAB6C","SPTAN1",10975,"MARK4",9948,10975,9948,3158
"10976","PUS7","LOC107987326","PUS7",10976,"LINC01149",9949,10976,9949,3159
"10977","COG6","IQCD","COG6",10977,"UGDH-AS1",9950,10977,9950,3159
"10978","DR1","ITGB2-AS1","DR1",10978,"ARL9",9951,10978,9951,3160
"10979","SART1","LOC107984616","SART1",10979,"GPR88",9952,10979,9952,3160
"10980","ACD","ODAPH","ACD",10980,"MCCC2",9953,10980,9953,3162
"10981","TBCK","GSTM2","TBCK",10981,"ATP11A",9955,10981,9955,3164
"10982","IFT172","PPFIA4","IFT172",10982,"ASIC4",9956,10982,9956,3164
"10983","POLR2D","C20orf96","POLR2D",10983,"IDH2-DT",9958,10983,9958,3164
"10984","ATAD3B","LCA5L","ATAD3B",10984,"NME2",9959,10984,9959,3165
"10985","KCND1","EVA1C","KCND1",10985,"LOC101928907",9961,10985,9961,3165
"10986","SCYL2","MAP1LC3B2","SCYL2",10986,"DCTN6",9962,10986,9962,3167
"10987","RETREG2","KCNE3","RETREG2",10987,"LY96",9963,10987,9963,3168
"10988","CTPS1","LOC101929709","CTPS1",10988,"LOC105377087",9964,10988,9964,3169
"10989","RIOK1","BRSK1","RIOK1",10989,"LOC107984515",9965,10989,9965,3169
"10990","MYL9","LINC00926","MYL9",10990,"AMACR",9966,10990,9966,3169
"10991","ETFRF1","SNHG14","ETFRF1",10991,"SNRPA1",9968,10991,9968,3170
"10992","CLIC2","CYP2J2","CLIC2",10992,"TAT-AS1",9969,10992,9969,3171
"10993","MRM3","NPB","MRM3",10993,"SPICE1",9971,10993,9971,3173
"10994","KIAA0930","ELL3","KIAA0930",10994,"PAGR1",9972,10994,9972,3174
"10995","TP53I3","ILDR2","TP53I3",10995,"ANO9",9973,10995,9973,3175
"10996","COG1","DYSF","COG1",10996,"C6orf201",9974,10996,9974,3175
"10997","COMP","SRP54-AS1","COMP",10997,"CD163",9976,10997,9976,3175
"10998","DDHD1","ZNF597","DDHD1",10998,"LOC105377534",9978,10998,9978,3175
"10999","SIAE","CDH18","SIAE",10999,"MIR6820",9979,10999,9979,3175
"11000","NOX4","KCNH2","NOX4",11000,"MIR3163",9979,11000,9979,3175
"11001","VPS41","LOC107986465","VPS41",11001,"LOC107986598",9980,11001,9980,3175
"11002","PMPCB","FAM110A","PMPCB",11002,"MIR4473",9982,11002,9982,3175
"11003","APLP1","FGF7P3","APLP1",11003,"ICAM3",9983,11003,9983,3176
"11004","CH25H","FBXW4P1","CH25H",11004,"DYNLRB1",9984,11004,9984,3177
"11005","ZNF425","PWWP3B","ZNF425",11005,"LOC105378210",9985,11005,9985,3177
"11006","ALKBH2","SEC22B2P","ALKBH2",11006,"UCMA",9986,11006,9986,3178
"11007","TRIQK","LOC102724660","TRIQK",11007,"LOC107986461",9987,11007,9987,3178
"11008","SNX30","ZNF81","SNX30",11008,"LOC107986388",9989,11008,9989,3178
"11009","S100A10","C17orf49","S100A10",11009,"RPS6KA3",9990,11009,9990,3179
"11010","CAPZA1","LINC00702","CAPZA1",11010,"PPEF1-AS1",9991,11010,9991,3179
"11011","EXOG","SPATA6L","EXOG",11011,"SLC24A4",9992,11011,9992,3179
"11012","PEX1","GPRC5D-AS1","PEX1",11012,"MIR6076",9993,11012,9993,3179
"11013","PNPLA7","TCAF1","PNPLA7",11013,"MIR8084",9993,11013,9993,3179
"11014","RNF32","LRRC8C-DT","RNF32",11014,"SYT15",9993,11014,9993,3179
"11015","VAV3","LOC100507634","VAV3",11015,"UXT-AS1",9994,11015,9994,3179
"11016","KIAA2013","OSBPL7","KIAA2013",11016,"WWC3",9996,11016,9996,3180
"11017","CMC4","ZNF30","CMC4",11017,"MIR5047",9997,11017,9997,3181
"11018","HSDL1","PCDHGB7","HSDL1",11018,"ANO5",9999,11018,9999,3181
"11019","TRMT11","NR3C2","TRMT11",11019,"TEX43",10000,11019,10000,3181
"11020","LOC107984334","BCL2A1","LOC107984334",11020,"ZNF84",10000,11020,10000,3183
"11021","AP3S1","LOC105373954","AP3S1",11021,"MIR6070",10001,11021,10001,3183
"11022","FAM111A-DT","GIPR","FAM111A-DT",11022,"LINC02826",10001,11022,10001,3184
"11023","APOBEC3D","LOC105376235","APOBEC3D",11023,"PRSS23",10001,11023,10001,3186
"11024","LOC101928796","CPS1","LOC101928796",11024,"SNRPB2",10002,11024,10002,3187
"11025","TDP1","ABAT","TDP1",11025,"LOC112268230",10004,11025,10004,3187
"11026","RNF157","ZNF823","RNF157",11026,"SYT4",10006,11026,10006,3187
"11027","LINC02381","COL6A6","LINC02381",11027,"LOC105373932",10008,11027,10008,3187
"11028","TMEM53","P2RX7","TMEM53",11028,"GNPDA2",10010,11028,10010,3188
"11029","C16orf87","PWP2","C16orf87",11029,"RBAKDN",10011,11029,10011,3188
"11030","RNASEH1-AS1","SLC10A7","RNASEH1-AS1",11030,"POTEA",10013,11030,10013,3188
"11031","SPTLC2","SH3TC2","SPTLC2",11031,"LOC105374262",10014,11031,10014,3189
"11032","ZNF358","LOC105372201","ZNF358",11032,"LOC102724202",10015,11032,10015,3189
"11033","UROS","H2AC19","UROS",11033,"LOC105375387",10016,11033,10016,3189
"11034","SSC5D","VSIG10L","SSC5D",11034,"KCNQ2-AS1",10018,11034,10018,3189
"11035","QTRT2","LOC105378179","QTRT2",11035,"EIF2AK2",10019,11035,10019,3190
"11036","WDR44","LINC01588","WDR44",11036,"PRH1-TAS2R14",10021,11036,10021,3190
"11037","TMEM260","RASGRF2","TMEM260",11037,"OTUB2",10022,11037,10022,3190
"11038","TNFRSF19","ABCF1","TNFRSF19",11038,"APOM",10023,11038,10023,3190
"11039","RBPMS-AS1","TPPP3","RBPMS-AS1",11039,"BPIFB4",10024,11039,10024,3190
"11040","BNIP3","HSF4","BNIP3",11040,"ZNF30",10025,11040,10025,3190
"11041","ENTPD6","SLC25A5-AS1","ENTPD6",11041,"LOC107984790",10026,11041,10026,3190
"11042","RAP2C","LOC107984852","RAP2C",11042,"LOC105377999",10027,11042,10027,3190
"11043","TMED2","NUDT10","TMED2",11043,"G6PC",10028,11043,10028,3190
"11044","BIVM","LOC101928424","BIVM",11044,"PLD3",10029,11044,10029,3192
"11045","ZNHIT1","LOC105369559","ZNHIT1",11045,"WDR5B",10030,11045,10030,3194
"11046","ATP7A","LINC00511","ATP7A",11046,"LOC285422",10031,11046,10031,3195
"11047","ZCWPW1","MTBP","ZCWPW1",11047,"LINC02564",10031,11047,10031,3195
"11048","KIF13B","GNAS-AS1","KIF13B",11048,"LOC105376494",10032,11048,10032,3195
"11049","HSD17B4","EPB41L4A","HSD17B4",11049,"TMEM132D",10033,11049,10033,3196
"11050","MOXD1","LINC02246","MOXD1",11050,"MIR4292",10035,11050,10035,3197
"11051","MIOS","RAB3A","MIOS",11051,"DICER1",10036,11051,10036,3198
"11052","PLGRKT","PREX2","PLGRKT",11052,"SNORA15",10037,11052,10037,3198
"11053","MYORG","WFDC1","MYORG",11053,"SLC19A3",10038,11053,10038,3199
"11054","FDPS","CDR2","FDPS",11054,"EIF2B3",10039,11054,10039,3200
"11055","XPO1","TPT1-AS1","XPO1",11055,"SLC4A8",10041,11055,10041,3201
"11056","KIAA2026","PABPN1","KIAA2026",11056,"GRAMD1B",10043,11056,10043,3202
"11057","UBIAD1","MIR6820","UBIAD1",11057,"LOC102723678",10044,11057,10044,3202
"11058","COL6A2","LOC105374880","COL6A2",11058,"MYL6",10045,11058,10045,3203
"11059","NACA2","PEAK3","NACA2",11059,"NTM-AS1",10046,11059,10046,3204
"11060","CAMKMT","LINC01894","CAMKMT",11060,"LINC01767",10046,11060,10046,3204
"11061","VLDLR","SUSD4","VLDLR",11061,"ZNF398",10047,11061,10047,3206
"11062","TMEM254","PRKCQ-AS1","TMEM254",11062,"PRELID2",10048,11062,10048,3207
"11063","NAIF1","DPRXP4","NAIF1",11063,"USP25",10049,11063,10049,3208
"11064","MICAL3","LOC105377102","MICAL3",11064,"MAGEC2",10050,11064,10050,3208
"11065","ACCS","ADRA2A","ACCS",11065,"TRIML1",10052,11065,10052,3209
"11066","ATXN10","PPM1F-AS1","ATXN10",11066,"TCEAL1",10054,11066,10054,3210
"11067","TMEM9B","LINC00562","TMEM9B",11067,"MIR325",10055,11067,10055,3210
"11068","USP40","LOC105376963","USP40",11068,"OOSP4B",10056,11068,10056,3210
"11069","PPM1M","ATG9B","PPM1M",11069,"ATP5PF",10057,11069,10057,3212
"11070","ZDHHC8","FILIP1","ZDHHC8",11070,"COLCA2",10058,11070,10058,3212
"11071","DOK6","LOC107986918","DOK6",11071,"LOC105372209",10059,11071,10059,3212
"11072","PDXK","SLC7A9","PDXK",11072,"AIRN",10060,11072,10060,3213
"11073","SUZ12P1","LOC105374492","SUZ12P1",11073,"GNAQ",10061,11073,10061,3214
"11074","TMF1","PAN3-AS1","TMF1",11074,"TRIM16L",10062,11074,10062,3215
"11075","GPRC5D-AS1","BEX1","GPRC5D-AS1",11075,"ISM1-AS1",10063,11075,10063,3216
"11076","SFI1","USP27X","SFI1",11076,"LOC105376447",10065,11076,10065,3217
"11077","NCBP2AS2","ZNF70","NCBP2AS2",11077,"LOC105372574",10067,11077,10067,3217
"11078","ANAPC16","ABCA10","ANAPC16",11078,"LOC107985535",10068,11078,10068,3217
"11079","ECHDC1","CKMT2","ECHDC1",11079,"LOC102467222",10069,11079,10069,3218
"11080","PAFAH2","PARS2","PAFAH2",11080,"CDHR3",10071,11080,10071,3219
"11081","CD47","LOC105374128","CD47",11081,"DCAF13P3",10072,11081,10072,3219
"11082","ZNF777","LINC00968","ZNF777",11082,"LOC105376304",10074,11082,10074,3220
"11083","TRMT5","GPR150","TRMT5",11083,"MIR4735",10075,11083,10075,3220
